type,weight,date,description,event_or_notes,referral_agency
In,10.4,02-Apr-19,"Donation from 'St Paul's C of E Church, Evenwood'",,
In,28.55,02-Apr-19,"Donation from 'St Mary's C of E Church, Barnard Castle'",,
In,0.75,02-Apr-19,Donation from 'Anonymous',,
In,4.15,02-Apr-19,"Donation from 'Cornerstone Community Centre, Evenwood'",,
In,16.75,02-Apr-19,Donation from 'Barnard Castle Methodist Church',,
In,3.4,02-Apr-19,Donation from 'Anonymous',,
In,47.9,02-Apr-19,"Donation from 'St Osmunds RC Church, Gainford'",,
In,66.7,02-Apr-19,Donation from 'West Auckland Community Church (The Well)',,
Out,127.9,02-Apr-19,Supplied to 'Crook',,
Out,30.88,02-Apr-19,Distributed to other organisation (GACAP),,
Out,14.8,02-Apr-19,For disposal (OOD/damaged),,
In,34.9,02-Apr-19,Donation from 'Sainsbury's Newcastle Road',,
In,92.02,02-Apr-19,Donation from 'Bishop Middleham Village',,
In,6.34,02-Apr-19,"Donation from 'St John's C of E Church, Neville's Cross'",,
Out,1077.38,02-Apr-19,Supplied to 'Consett',,
Out,182.65,01-Apr-19,Supplied to 'Peterlee',,
Out,3.7,01-Apr-19,For disposal (OOD/damaged),,
In,2.45,01-Apr-19,Donation from 'Anonymous',,
In,1.15,01-Apr-19,"Donation from 'St Cuthbert's, Peterlee'",,
In,6.65,01-Apr-19,"Donation from 'Our Lady of the Rosary RC Church, Peterlee'",,
In,24.45,01-Apr-19,Donation from 'Wingate Medical Centre',,
In,8,01-Apr-19,Donation from 'Anonymous',,
In,5.6,01-Apr-19,Donation from 'Anonymous',,
In,25.6,01-Apr-19,"Donation from 'Our Lady of the Rosary RC Church, Peterlee'",,
In,0.9,01-Apr-19,Donation from 'Anonymous',,
In,1.9,01-Apr-19,"Donation from 'St Cuthbert's, Peterlee'",,
In,1.75,01-Apr-19,Donation from 'Anonymous',,
In,11.2,01-Apr-19,Donation from 'Anonymous',,
In,8,01-Apr-19,Donation from 'Anonymous',,
In,3.8,01-Apr-19,Donation from 'Wingate Church',,
In,7.6,01-Apr-19,"Donation from 'Our Lady of the Rosary RC Church, Peterlee'",,
In,6,01-Apr-19,Donation from 'Anonymous',,
In,17.7,01-Apr-19,Donation from 'Wingate Church',,
In,8.55,01-Apr-19,Donation from 'Anonymous',,
In,6.2,01-Apr-19,Donation from 'Anonymous',,
In,8,01-Apr-19,Donation from 'Anonymous',,
In,6,01-Apr-19,Donation from 'Anonymous',,
In,9.1,01-Apr-19,"Donation from 'Our Lady of the Rosary RC Church, Peterlee'",,
Out,2.28,01-Apr-19,For disposal (OOD/damaged),,
Out,113.76,01-Apr-19,Supplied to 'Stanley',,
Out,145.2,01-Apr-19,Supplied to 'Dawdon',,
Out,162.22,01-Apr-19,Supplied to 'Chester le Street',,
Out,133.7,01-Apr-19,Supplied to 'Esh Winning',,
Out,45,01-Apr-19,Distributed to other organisation (GACAP),,
Out,28.75,01-Apr-19,Supplied to 'Brandon',,
Out,17.3,01-Apr-19,Supplied to 'Chester le Street',,
In,17.3,01-Apr-19,Donation from 'Anonymous',,
In,4.75,01-Apr-19,Donation from 'Anonymous',,
In,24,01-Apr-19,"Donation from 'St Giles' C of E Church, Durham'",,
In,43.63,01-Apr-19,"Donation from 'Asda, Stanley'",,
In,123.9,01-Apr-19,Donation from 'Tesco - Durham Dragonville',,
In,102.74,01-Apr-19,Donation from 'Sainsbury's - Pity Me (Store 4325)',,
In,19.46,01-Apr-19,Donation from 'Cathedral Collection Point',,
In,62.76,01-Apr-19,Donation from 'Tesco - Chester le Street',,
In,18.48,01-Apr-19,Donation from 'St Cuthbert's Ropery Lane',,
In,300.36,31-Mar-19,Donation from 'Anonymous',,
In,2.04,31-Mar-19,Donation from 'Blackhill & Shotley Bridge United Methodist NWC Church',,
In,9.32,31-Mar-19,Donation from 'Leadgate Methodist NWC Church',,
In,15.42,31-Mar-19,"Donation from 'St Pius X RC Church, Consett '",,
In,20.64,31-Mar-19,Donation from 'Newcastle Building Society-Consett',,
In,6.7,31-Mar-19,Donation from 'Consett Library',,
In,37.14,31-Mar-19,"Donation from 'St John's C of E Church, Snod's Edge'",,
In,90.62,31-Mar-19,"Donation from 'All Saints C of E Parish Church, Lanchester'",,
In,48.8,31-Mar-19,Donation from 'Morrisons - Consett',,
In,546.34,31-Mar-19,Donation from 'Tesco - Consett',,
Out,325.72,31-Mar-19,Supplied to 'Newton Aycliffe',,
In,239.02,31-Mar-19,Donation from 'Tesco - Newton Aycliffe',,
In,86.7,31-Mar-19,Donation from 'Anonymous',,
Out,66.24,30-Mar-19,Supplied to 'Laurel Avenue',,
Out,288.48,29-Mar-19,Supplied to 'Newton Aycliffe',,
Out,309.6,29-Mar-19,Supplied to 'Peterlee',,
Out,14.76,29-Mar-19,Distributed to other organisation (Durham Lunar Project),,
Out,3.88,29-Mar-19,For disposal (OOD/damaged),,
In,6.82,29-Mar-19,Donation from 'Anonymous',,
In,17.3,29-Mar-19,"Donation from 'Virgin Money, Durham'",,
In,126.23,29-Mar-19,Donation from 'Tesco - Chester le Street',,
In,58.32,28-Mar-19,Donation from 'Tesco - Durham Dragonville',,
In,61,28-Mar-19,Donation from 'Sainsbury's - Pity Me (Store 4325)',,
In,12.46,28-Mar-19,"Donation from 'St Oswald's C of E Church, Durham'",,
Out,115.9,28-Mar-19,Supplied to 'Ferryhill',,
Out,157.44,28-Mar-19,Supplied to 'Shildon ',,
In,34.26,27-Mar-19,Donation from 'West Auckland Community Church (The Well)',,
In,12.72,27-Mar-19,"Donation from 'St Bede's RC Church, Sacriston '",,
Out,278.48,27-Mar-19,Supplied to 'Durham Drop In',,
Out,13.8,26-Mar-19,For disposal (OOD/damaged),,
In,4.8,26-Mar-19,Donation from 'Anonymous',,
Out,94.22,26-Mar-19,Supplied to 'Trimdon Village',,
Out,64.64,26-Mar-19,Supplied to 'Chilton',,
Out,119.7,26-Mar-19,Supplied to 'Durham Elvet ',,
Out,80.6,26-Mar-19,Supplied to 'Brandon',,
In,41.08,26-Mar-19,"Donation from 'All Saints C of E & Methodist Church, Newton Hall'",,
In,17.92,26-Mar-19,Donation from 'Sainsbury's Newcastle Road',,
In,32.44,26-Mar-19,Donation from 'Trimdon and Sedgefield Churches',,
In,30.86,26-Mar-19,"Donation from 'St Cuthberts C of E Church, Durham'",,
In,10.74,26-Mar-19,Donation from 'Sacriston Methodist Church',,
In,8.8,26-Mar-19,"Donation from 'St John's C of E Church, Neville's Cross'",,
Out,0.5,25-Mar-19,For disposal (OOD/damaged),,
In,108.67,25-Mar-19,Donation from 'Smiths Arms',,
In,157.38,25-Mar-19,Donation from 'Tesco - Durham Dragonville',,
Out,209.42,25-Mar-19,Supplied to 'Stanley',,
Out,74.72,25-Mar-19,Supplied to 'Willington',,
In,28.88,25-Mar-19,"Donation from 'St Thomas Moor RC VA Primary School, Durham'",,
In,54.7,25-Mar-19,"Donation from 'Asda, Stanley'",,
In,14.92,25-Mar-19,Donation from 'Co-op Newton Hall',,
In,195.62,25-Mar-19,Donation from 'Sainsbury's - Pity Me (Store 4325)',,
In,14.84,25-Mar-19,Donation from 'Community Shop Framwellgate Moor',,
In,38.44,25-Mar-19,"Donation from 'St Brandon's Church, Brancepeth'",,
In,10.46,25-Mar-19,"Donation from 'Emmanuel Church, Durham'",,
Out,184.3,23-Mar-19,Supplied to 'Crook',,
Out,619.41,23-Mar-19,Supplied to 'Crook',,
Out,297.55,23-Mar-19,"Supplied to 'The Well, West Auckland'",,
Out,1.65,23-Mar-19,For disposal (OOD/damaged),,
Out,2.95,23-Mar-19,For disposal (OOD/damaged),,
Out,0.6,23-Mar-19,For disposal (OOD/damaged),,
Out,0.45,23-Mar-19,For disposal (OOD/damaged),,
In,32.55,23-Mar-19,"Donation from 'St Mary's C of E Church, Barnard Castle'",,
In,4.15,23-Mar-19,Donation from 'Anonymous',,
In,1.85,23-Mar-19,Donation from 'Anonymous',,
In,2.95,23-Mar-19,Donation from 'Anonymous',,
In,44.9,23-Mar-19,Donation from 'Tesco  - Bishop Auckland',,
In,10.6,23-Mar-19,Donation from 'Anonymous',,
In,94.6,23-Mar-19,"Donation from 'Asda, Bishop Auckland'",,
In,15.2,23-Mar-19,Donation from 'Gainford Village',,
In,7.55,23-Mar-19,"Donation from 'St Mary's C of E Church, Gainford'",,
In,3.95,23-Mar-19,"Donation from 'McColl's, West Auckland'",,
In,2.25,23-Mar-19,Donation from 'West Auckland Vineyard Church',,
In,6,23-Mar-19,Donation from 'Anonymous',,
In,12.65,23-Mar-19,Donation from 'Durham Humanist Society',,
In,15.45,23-Mar-19,"Donation from 'St Mary's C of E Church, Staindrop'",,
In,2,23-Mar-19,Donation from 'West Auckland Community Church (The Well)',,
In,5.15,23-Mar-19,Donation from 'Anonymous',,
In,41.4,23-Mar-19,Donation from 'St Cuthbert's RC Cotherstone',,
Out,123.52,22-Mar-19,Supplied to 'Peterlee',,
In,22.9,21-Mar-19,Donation from 'Tesco - Durham Dragonville',,
In,48.2,21-Mar-19,Donation from 'Tesco - Chester le Street',,
In,29.12,21-Mar-19,"Donation from 'St Andrew's Methodist Church, Coxhoe'",,
In,11.02,20-Mar-19,"Donation from 'St Oswald's C of E Church, Durham'",,
In,23.22,20-Mar-19,Donation from 'St Patrick's Primary School',,
In,12.55,20-Mar-19,Donation from 'Willington Foodbank',,
In,205.8,20-Mar-19,Donation from 'Trimdon and Sedgefield Churches',,
In,46.96,20-Mar-19,Donation from 'Tesco - Durham Dragonville',,
In,18.96,20-Mar-19,Donation from 'Anonymous',,
In,0.28,20-Mar-19,Donation from 'Anonymous',,
Out,83.34,20-Mar-19,Supplied to 'Ferryhill',,
In,45.66,20-Mar-19,Donation from 'Balfour Projects',,
In,14.04,20-Mar-19,Donation from 'Co-op Esh Winning',,
In,0.92,20-Mar-19,Donation from 'Anonymous',,
Out,3,19-Mar-19,For disposal (OOD/damaged),,
In,6.9,19-Mar-19,Donation from 'Anonymous',,
Out,174.74,19-Mar-19,Supplied to 'Durham Drop In',,
Out,385.85,19-Mar-19,Supplied to 'Dawdon',,
In,16.35,19-Mar-19,"Donation from 'St Patricks RC Church, Langley Moor'",,
In,24.2,19-Mar-19,Donation from 'St Cuthbert's Ropery Lane',,
In,24.18,19-Mar-19,Donation from 'Ushaw Moor Baptist Church',,
In,13.78,19-Mar-19,Donation from 'Anonymous',,
In,5.14,19-Mar-19,"Donation from 'St John's C of E Church, Neville's Cross'",,
In,42.84,19-Mar-19,Donation from 'Sainsbury's Newcastle Road',,
In,39,18-Mar-19,Donation from 'Anonymous',,
In,30.25,18-Mar-19,Donation from 'Anonymous',,
In,45.6,18-Mar-19,Donation from 'Tesco  - Bishop Auckland',,
In,60.6,18-Mar-19,"Donation from 'Asda, Bishop Auckland'",,
In,27.65,18-Mar-19,Donation from 'Anonymous',,
In,4.6,18-Mar-19,Donation from 'Middleton-in-Teesdale Methodist Church',,
In,7.25,18-Mar-19,Donation from 'Co-op Middleton-in-Teesdale',,
In,2.8,18-Mar-19,Donation from 'Gainford Village',,
In,8.7,18-Mar-19,"Donation from 'St Mary's C of E Church, Gainford'",,
In,11.4,18-Mar-19,Donation from 'Barnard Castle Methodist Church',,
In,17,18-Mar-19,"Donation from 'St Mary's Catholic Church, Barnard Castle'",,
In,12.7,18-Mar-19,"Donation from 'St Paul's C of E Church, Evenwood'",,
In,33.1,18-Mar-19,"Donation from 'St Mary's Catholic Church, Barnard Castle'",,
In,11.35,18-Mar-19,Donation from 'Anonymous',,
In,1.8,18-Mar-19,Donation from 'Anonymous',,
In,108.25,18-Mar-19,Donation from 'Anonymous',,
In,55.4,18-Mar-19,Donation from 'West Auckland Community Church (The Well)',,
Out,383.56,18-Mar-19,Supplied to 'Chester le Street',,
Out,22.9,18-Mar-19,Supplied to 'Chester le Street',,
In,22.9,18-Mar-19,Donation from 'Chester le Street Distribution Point',,
In,64.7,18-Mar-19,Donation from 'Plymouth Brethren Christian Church',,
In,11.34,18-Mar-19,Donation from 'Cathedral Collection Point',,
In,11.36,18-Mar-19,Donation from 'Community Shop Framwellgate Moor',,
In,13.78,18-Mar-19,Donation from 'Co-op Newton Hall',,
In,33.34,18-Mar-19,Donation from 'Elvet Methodist Church',,
In,105.14,18-Mar-19,Donation from 'Sainsbury's - Pity Me (Store 4325)',,
In,41.92,18-Mar-19,"Donation from 'Asda, Stanley'",,
In,182.8,18-Mar-19,Donation from 'Tesco - Durham Dragonville',,
In,107.04,18-Mar-19,Donation from 'Tesco - Chester le Street',,
In,66.78,18-Mar-19,Donation from 'Frankland Prison',,
Out,31,18-Mar-19,For disposal (OOD/damaged),,
Out,404.46,15-Mar-19,Supplied to 'Annfield Plain',,
Out,584.26,15-Mar-19,Supplied to 'Peterlee',,
Out,140.18,15-Mar-19,Supplied to 'Durham Drop In',,
Out,88.12,15-Mar-19,Supplied to 'Willington',,
In,7.6,15-Mar-19,Donation from 'Anonymous',,
In,10,15-Mar-19,"Donation from 'St Giles' C of E Church, Durham'",,
In,8.22,15-Mar-19,"Donation from 'Emmanuel Church, Durham'",,
In,0.46,15-Mar-19,Donation from 'Wolsingham Women's Institute',,
Out,1.88,15-Mar-19,For disposal (OOD/damaged),,
Out,0.16,15-Mar-19,For disposal (OOD/damaged),,
In,46.5,14-Mar-19,Donation from 'Frankland Prison',,
In,91.38,14-Mar-19,Donation from 'Sainsbury's - Pity Me (Store 4325)',,
In,17.82,14-Mar-19,"Donation from 'St Oswald's C of E Church, Durham'",,
In,40.86,14-Mar-19,"Donation from 'Royal Oak, Cornsay Colliery'",,
In,14.58,14-Mar-19,"Donation from 'St Aidan's C of E Church , Framwellgate Moor'",,
In,47.96,14-Mar-19,Donation from 'Tesco - Durham Dragonville',,
In,53.96,14-Mar-19,Donation from 'Cornerstones Centre',,
Out,0.22,14-Mar-19,For disposal (OOD/damaged),,
Out,143.06,14-Mar-19,Supplied to 'Chilton',,
Out,99.18,13-Mar-19,Supplied to 'Stanley',,
In,0.94,13-Mar-19,Donation from 'Anonymous',,
In,29.5,13-Mar-19,"Donation from 'Santander, Durham'",,
In,62.34,13-Mar-19,Donation from 'Willington Foodbank',,
Out,123.5,13-Mar-19,Supplied to 'Durham Drop In',,
Out,236.08,13-Mar-19,Supplied to 'Ferryhill',,
In,33.86,13-Mar-19,"Donation from 'St Cuthberts C of E Church, Durham'",,
In,17.74,13-Mar-19,"Donation from 'St Charles RC Church, Tudhoe'",,
Out,78.4,12-Mar-19,For disposal (OOD/damaged),,
In,47,12-Mar-19,Donation from 'Wolsingham Methodist Church',,
In,32,12-Mar-19,Donation from 'Anonymous',,
Out,14.15,12-Mar-19,For disposal (OOD/damaged),,
Out,273.4,12-Mar-19,"Supplied to 'The Well, West Auckland'",,
Out,82.85,12-Mar-19,Supplied to 'Brandon',,
Out,107.18,12-Mar-19,Supplied to 'Willington',,
In,19.3,12-Mar-19,Donation from 'Anonymous',,
In,11.25,12-Mar-19,Donation from 'Brandon Primary School',,
In,10.95,12-Mar-19,"Donation from 'St John (the Evangelist) C of E Church, Meadowfield, Brandon'",,
In,9,12-Mar-19,"Donation from 'St Brandon's Church, Brancepeth'",,
In,32.35,12-Mar-19,"Donation from 'St Patricks RC Church, Langley Moor'",,
In,31.8,12-Mar-19,Donation from 'St Cuthbert's Ropery Lane',,
In,16.04,12-Mar-19,"Donation from 'St John's C of E Church, Neville's Cross'",,
In,21.4,12-Mar-19,Donation from 'Sainsbury's Newcastle Road',,
In,44.58,12-Mar-19,"Donation from 'Christ Church, Lumley'",,
Out,17.1,11-Mar-19,For disposal (OOD/damaged),,
Out,460.35,11-Mar-19,"Supplied to 'The Well, West Auckland'",,
Out,8,11-Mar-19,For disposal (OOD/damaged),,
Out,255.9,11-Mar-19,"Supplied to 'The Well, West Auckland'",,
In,1.95,11-Mar-19,Donation from 'Anonymous',,
In,10.1,11-Mar-19,Donation from 'Anonymous',,
In,10.85,11-Mar-19,Donation from 'Anonymous',,
In,62.95,11-Mar-19,Donation from 'Tesco  - Bishop Auckland',,
In,41.8,11-Mar-19,"Donation from 'Asda, Bishop Auckland'",,
In,20.35,11-Mar-19,Donation from 'Gainford Village',,
In,14.8,11-Mar-19,Donation from 'Herons',,
In,6.9,11-Mar-19,Donation from 'Anonymous',,
In,2.25,11-Mar-19,Donation from 'Anonymous',,
In,9.6,11-Mar-19,Donation from 'West Auckland Community Church (The Well)',,
In,80.9,11-Mar-19,Donation from 'West Auckland Community Church (The Well)',,
In,1.45,11-Mar-19,Donation from 'West Auckland Vineyard Church',,
In,626.74,11-Mar-19,Donation from 'Consett Food Bank',,
Out,152.94,11-Mar-19,Supplied to 'Shildon ',,
Out,106.42,11-Mar-19,Supplied to 'Esh Winning',,
In,22.02,11-Mar-19,Donation from 'Cathedral Collection Point',,
In,44.86,11-Mar-19,"Donation from 'Asda, Stanley'",,
In,16.32,11-Mar-19,Donation from 'Carrville Methodist Church',,
In,3.46,11-Mar-19,"Donation from 'St Bede's RC Church, Sacriston '",,
In,14.38,11-Mar-19,Donation from 'Co-op Newton Hall',,
In,28.58,11-Mar-19,Donation from 'Elvet Methodist Church',,
In,176.26,11-Mar-19,Donation from 'Tesco - Durham Dragonville',,
In,110.94,11-Mar-19,Donation from 'Sainsbury's - Pity Me (Store 4325)',,
In,11.94,11-Mar-19,"Donation from 'St Barnabas C of E Church, Bournmoor'",,
In,76.76,11-Mar-19,Donation from 'Tesco - Chester le Street',,
In,29.4,11-Mar-19,"Donation from 'St Mary's C of E Church, Coxhoe'",,
Out,131.69,10-Mar-19,Supplied to 'Durham Drop In',,
Out,20.85,09-Mar-19,Supplied to 'Brandon',,
Out,91.98,08-Mar-19,Supplied to 'Shildon ',,
Out,29.05,08-Mar-19,Supplied to 'Brandon',,
Out,338.34,08-Mar-19,Supplied to 'Peterlee',,
In,282.56,08-Mar-19,Donation from 'Lanchester Wines',,
In,9.04,08-Mar-19,Donation from 'Durham University Research and Innovation',,
In,6.42,07-Mar-19,Donation from 'Anonymous',,
In,14.8,07-Mar-19,Donation from 'Community Shop Framwellgate Moor',,
In,17.82,07-Mar-19,"Donation from 'St Oswald's C of E Church, Durham'",,
In,10.72,07-Mar-19,Donation from 'Anonymous',,
In,86.7,07-Mar-19,Donation from 'Crook Foodbank',,
In,37.54,07-Mar-19,Donation from 'Cathedral Collection Point',,
In,64.58,07-Mar-19,Donation from 'Tesco - Durham Dragonville',,
In,322.98,07-Mar-19,"Donation from 'Asda, Bishop Auckland'",,
In,179.72,07-Mar-19,Donation from 'Tesco - Chester le Street',,
Out,9.44,07-Mar-19,For disposal (OOD/damaged),,
Out,0.52,07-Mar-19,For disposal (OOD/damaged),,
Out,25.1,07-Mar-19,Supplied to 'Stanley',,
In,103.78,07-Mar-19,Donation from 'Sainsbury's - Pity Me (Store 4325)',,
Out,152.04,06-Mar-19,Supplied to 'Willington',,
Out,29.25,06-Mar-19,Supplied to 'Durham Drop In',,
In,56.5,06-Mar-19,"Donation from 'Rotary Club, Crook'",,
In,37.1,06-Mar-19,Donation from 'St Cuthbert's Centre - Crook',,
In,4.48,06-Mar-19,Donation from 'Anonymous',,
Out,138.28,06-Mar-19,Supplied to 'Shildon ',,
Out,226.06,06-Mar-19,Supplied to 'Ferryhill',,
Out,132.34,06-Mar-19,Distributed to other organisation (Red Cross),,
In,67.5,05-Mar-19,Donation from 'Salvation Army - Crook',,
In,261.9,05-Mar-19,"Donation from 'Rotary Club, Crook'",,
Out,2.52,05-Mar-19,For disposal (OOD/damaged),,
Out,367.76,05-Mar-19,Supplied to 'Dawdon',,
Out,108.96,05-Mar-19,Supplied to 'Brandon',,
Out,114.42,05-Mar-19,Supplied to 'Chilton',,
Out,294.18,05-Mar-19,Supplied to 'Peterlee',,
In,86.88,05-Mar-19,"Donation from 'Asda, Stanley'",,
In,8.28,05-Mar-19,"Donation from 'St Bede's RC Church, Sacriston '",,
In,18.26,05-Mar-19,Donation from 'Sainsbury's Newcastle Road',,
In,15.98,05-Mar-19,"Donation from 'St John's C of E Church, Neville's Cross'",,
Out,27.44,05-Mar-19,For disposal (OOD/damaged),,
Out,254.56,05-Mar-19,Supplied to 'Consett',,
In,8.54,05-Mar-19,Donation from 'Leadgate Methodist NWC Church',,
In,18.66,05-Mar-19,"Donation from 'All Saints C of E Parish Church, Lanchester'",,
In,208.14,05-Mar-19,Donation from 'Tesco - Consett',Supermarket Collection,
In,19.22,05-Mar-19,Donation from 'Anonymous',254.56,
Out,199.14,04-Mar-19,Supplied to 'Stanley',,
In,1.9,04-Mar-19,Donation from 'Anonymous',,
In,20.2,04-Mar-19,"Donation from 'St Mary's C of E Church, Barnard Castle'",,
In,11.5,04-Mar-19,Donation from 'Anonymous',,
In,45.85,04-Mar-19,Donation from 'Tesco  - Bishop Auckland',,
In,31.15,04-Mar-19,Donation from 'Anonymous',,
In,17.15,04-Mar-19,Donation from 'Gainford Village',,
In,9.4,04-Mar-19,"Donation from 'St Mary's C of E Church, Gainford'",,
In,19,04-Mar-19,"Donation from 'St Mary's C of E Church, Staindrop'",,
In,0.5,04-Mar-19,Donation from 'Anonymous',,
In,9.4,04-Mar-19,Donation from 'Anonymous',,
