type,weight,date,description,event_or_notes,referral_agency
Out,9.34,10-Dec-18,For disposal (OOD/damaged),,
Out,136.7,10-Dec-18,Supplied to 'Stanley',,
Out,2.4,10-Dec-18,Supplied to 'Brandon',,
Out,281.34,10-Dec-18,Supplied to 'Chester le Street',,
Out,215.08,10-Dec-18,Supplied to 'Durham Drop In',,
Out,251.93,10-Dec-18,Supplied to 'Shildon ',,
Out,125.14,10-Dec-18,Supplied to 'Willington',,
In,125.14,10-Dec-18,Donation from 'Tesco  - Bishop Auckland',,
In,56.66,10-Dec-18,Donation from 'Framwellgate Beavers and Cubs',,
In,183.9,10-Dec-18,Donation from 'Anonymous',,
In,11.06,10-Dec-18,"Donation from 'St Aidan's C of E Church , Framwellgate Moor'",,
In,25.14,10-Dec-18,Donation from 'EMG Solicitors',,
In,222.42,10-Dec-18,Donation from 'Durham City Gymnastics',,
In,49.62,10-Dec-18,Donation from 'Anonymous',,
In,10.96,10-Dec-18,"Donation from 'St Barnabas C of E Church, Bournmoor'",,
In,72.88,10-Dec-18,Donation from 'Northern Power Grid',,
In,42.86,10-Dec-18,Donation from 'Cathedral Collection Point',,
In,134.94,10-Dec-18,"Donation from 'Asda, Stanley'",,
In,38.4,10-Dec-18,Donation from 'Anonymous',,
In,40.34,10-Dec-18,Donation from 'Argos',,
In,279.08,10-Dec-18,Donation from 'Smiths Arms',,
In,32.42,10-Dec-18,"Donation from 'St Bede's RC Church, Sacriston '",,
In,112.58,10-Dec-18,Donation from 'Tesco - Chester le Street',,
In,123.14,10-Dec-18,Donation from 'Tesco - Durham Dragonville',,
Out,60.74,10-Dec-18,Distributed to other organisation (Beyond Limits),,
Out,274.4,10-Dec-18,Supplied to 'Brandon',,
Out,172.16,10-Dec-18,Distributed to other organisation (PACT House),,
Out,22.42,10-Dec-18,Distributed to other organisation (Aspire),,
Out,103.06,10-Dec-18,Supplied to 'Willington',,
Out,169.38,10-Dec-18,Distributed to other organisation (Beyond Limits),,
Out,77.64,10-Dec-18,Distributed to other organisation (Durham Community Mental Health Team),,
Out,86.52,10-Dec-18,Supplied to 'Cockfield',,
Out,21.04,10-Dec-18,Direct from warehouse to client,,
In,100,10-Dec-18,"Donation from 'St Mary's C of E Church, Coxhoe'",Christmas,
Out,9.62,09-Dec-18,Supplied to 'Chester le Street',,
In,184.7,09-Dec-18,Donation from 'Tesco - Durham Dragonville',,
Out,86.08,08-Dec-18,Supplied to 'Peterlee',,
In,21.38,08-Dec-18,"Donation from 'St John's Methodist Church, Sacriston'",,
In,173.58,08-Dec-18,Donation from 'Tesco - Annfield Plain',,
In,30.28,08-Dec-18,Donation from 'Co-op Newton Hall',,
In,31,07-Dec-18,Donation from 'Anonymous',,
In,11.8,07-Dec-18,Donation from 'Anonymous',,
In,8,07-Dec-18,Donation from 'Anonymous',,
Out,372.46,07-Dec-18,Supplied to 'Dawdon',,
Out,523.8,07-Dec-18,Supplied to 'Annfield Plain',,
Out,309.88,07-Dec-18,Distributed to other organisation (Feeding Families),,
Out,108.58,07-Dec-18,Distributed to other organisation (A Way Out),,
Out,64.8,07-Dec-18,Supplied to 'Brandon',,
In,21.7,07-Dec-18,Donation from 'Anonymous',,
In,43.1,07-Dec-18,Donation from 'Anonymous',,
Out,51.97,07-Dec-18,Supplied to 'Esh Winning',,
Out,95.27,07-Dec-18,Supplied to 'YMCA Fencehouses',,
Out,29.22,07-Dec-18,Distributed to other organisation (Homegroup),,
Out,87.8,07-Dec-18,Supplied to 'Esh Winning',,
Out,115.3,06-Dec-18,Supplied to 'Durham Drop In',,
Out,158.95,06-Dec-18,Supplied to 'Crook',,
Out,26.74,06-Dec-18,Supplied to 'Crook',,
Out,43.1,06-Dec-18,Supplied to 'Crook',,
Out,30.7,06-Dec-18,Supplied to 'Crook',,
In,8.85,06-Dec-18,Donation from 'Anonymous',,
Out,492.18,06-Dec-18,Supplied to 'Peterlee',,
Out,527.8,06-Dec-18,Supplied to 'Ferryhill',,
In,66.25,06-Dec-18,"Donation from 'St Patricks RC Church, Langley Moor'",,
In,28.52,06-Dec-18,Donation from 'Anonymous',,
In,113.46,06-Dec-18,"Donation from 'Asda, Bishop Auckland'",,
In,215.28,06-Dec-18,Donation from 'Sainsbury's - Pity Me (Store 4325)',,
In,19.06,06-Dec-18,Donation from 'Anonymous',,
In,11.1,06-Dec-18,Donation from 'Anonymous',,
In,6.44,06-Dec-18,"Donation from 'St Oswald's C of E Church, Durham'",,
In,7.76,06-Dec-18,Donation from 'Anonymous',,
In,26.2,06-Dec-18,Donation from 'North Road Methodist Church',,
In,28.76,06-Dec-18,Donation from 'Co-op Esh Winning',,
In,4.44,06-Dec-18,Donation from 'Anonymous',,
In,38.1,06-Dec-18,Donation from 'Carrville Methodist Church',,
In,82.96,06-Dec-18,Donation from 'Anonymous',,
In,17.7,06-Dec-18,Donation from 'Anonymous',,
In,150.2,06-Dec-18,Donation from 'Tesco - Chester le Street',,
In,27.42,06-Dec-18,"Donation from 'Salvation Army, Middlesbrough'",,
In,29.84,06-Dec-18,Donation from 'Cornerstones Centre',,
In,16.74,06-Dec-18,Donation from 'Anonymous',,
In,8.42,06-Dec-18,Donation from 'Citizens Advice',,
In,25.48,06-Dec-18,Donation from 'Shincliffe WI',,
Out,678.36,06-Dec-18,Supplied to 'Annfield Plain',,
Out,11.42,06-Dec-18,Distributed to other organisation (Christians against Poverty),,
Out,85.1,06-Dec-18,Distributed to other organisation (Beyond Limits),,
Out,3390.75,06-Dec-18,Supplied to 'Consett',,
In,174.7,06-Dec-18,Donation from 'Tesco - Consett',Supermarket Collection,
In,13.4,06-Dec-18,"Donation from 'Christ Church, Consett'",,
In,46.2,06-Dec-18,Donation from 'Morrisons - Consett',,
In,2781.1,06-Dec-18,Donation from 'Tesco - Consett',Supermarket Collection,
In,11,06-Dec-18,Donation from 'LANCHESTER COMMUNITY CENTRE',,
In,34.7,06-Dec-18,Donation from 'Blackhill & Shotley Bridge United Methodist NWC Church',,
In,65.52,06-Dec-18,"Donation from 'All Saints C of E Parish Church, Lanchester'",,
In,109.05,06-Dec-18,Donation from 'Tesco - Consett',Supermarket Collection,
In,23.64,06-Dec-18,Donation from 'CAB CONSETT',,
In,3.4,06-Dec-18,"Donation from 'St John's C of E Church, Snod's Edge'",,
In,2.68,06-Dec-18,Donation from 'Leadgate Methodist NWC Church',,
In,125.36,06-Dec-18,Donation from 'Anonymous',3390.75,
In,11.7,05-Dec-18,Donation from 'Anonymous',,
In,3.05,05-Dec-18,Donation from 'Anonymous',,
In,7.25,05-Dec-18,Donation from 'South Moor Methodist NWC Church',,
In,4.2,05-Dec-18,"Donation from 'St Teresa's RC Church, Annfield Plain'",,
In,21.7,05-Dec-18,Donation from 'Anonymous',,
In,4.25,05-Dec-18,Donation from 'Anonymous',,
In,2.2,05-Dec-18,Donation from 'Anonymous',,
In,15.26,05-Dec-18,Donation from 'Evangel Collection Point',,
In,0.76,05-Dec-18,Donation from 'Sainsbury's - Pity Me (Store 4325)',,
In,38.24,05-Dec-18,Donation from 'Cathedral Collection Point',,
In,6.68,05-Dec-18,"Donation from 'St Bede's RC Church, Sacriston '",,
In,11.4,05-Dec-18,Donation from 'Sacriston Methodist Church',,
In,883.36,05-Dec-18,Donation from 'Durham County Council',,
In,154.34,05-Dec-18,Donation from 'Tesco - Durham Dragonville',,
Out,59.76,05-Dec-18,Distributed to other organisation (Consett CAB),,
Out,69.9,05-Dec-18,Distributed to other organisation (Auckland Youth & Community Centre),,
Out,176.34,05-Dec-18,Supplied to 'Ferryhill',,
Out,181.56,05-Dec-18,Supplied to 'Shildon ',,
Out,573.62,05-Dec-18,Supplied to 'Chester le Street',,
Out,68.85,05-Dec-18,Supplied to 'Brandon',,
In,4.55,05-Dec-18,Donation from 'Anonymous',,
In,27.55,05-Dec-18,"Donation from 'St Brandon's Church, Brancepeth'",,
In,22.25,05-Dec-18,Donation from 'St John's Meadowfield',,
In,14.5,05-Dec-18,"Donation from 'St Patricks RC Church, Langley Moor'",,
In,17.78,05-Dec-18,Donation from 'NCS',,
In,112.88,05-Dec-18,Donation from 'Tesco - Durham Dragonville',,
In,641.1,05-Dec-18,Donation from 'Tesco - Newton Aycliffe',,
In,38.38,05-Dec-18,Donation from 'Lumley Hospital ',,
In,7.3,04-Dec-18,"Donation from 'Holy Trinity, Wingate'",,
In,42.8,04-Dec-18,"Donation from 'Our Lady of the Rosary RC Church, Peterlee'",,
In,5.1,04-Dec-18,Donation from 'Anonymous',,
In,23.5,04-Dec-18,Donation from 'Anonymous',,
In,8.6,04-Dec-18,Donation from 'Anonymous',,
In,11.6,04-Dec-18,Donation from 'Anonymous',,
Out,406.5,04-Dec-18,Supplied to 'Peterlee',,
Out,76.55,04-Dec-18,Supplied to 'Crook',,
In,8.1,04-Dec-18,Donation from 'Anonymous',,
In,14.25,04-Dec-18,Donation from 'Anonymous',,
In,17.35,04-Dec-18,"Donation from 'Rotary Club, Crook'",,
In,36.85,04-Dec-18,Donation from 'Anonymous',,
In,14.9,04-Dec-18,Donation from 'Planarch Design',,
In,16,04-Dec-18,Donation from 'Anonymous',,
In,61.45,04-Dec-18,Donation from 'Tesco  - Bishop Auckland',,
In,1.1,04-Dec-18,Donation from 'Anonymous',,
In,6.05,04-Dec-18,Donation from 'Anonymous',,
In,22.45,04-Dec-18,Donation from 'Anonymous',,
In,8.75,04-Dec-18,Donation from 'Anonymous',,
In,228.95,04-Dec-18,"Donation from 'Asda, Bishop Auckland'",,
In,9.35,04-Dec-18,Donation from 'Anonymous',,
In,32.95,04-Dec-18,Donation from 'Anonymous',,
In,15.35,04-Dec-18,Donation from 'Anonymous',,
Out,410.9,04-Dec-18,"Supplied to 'The Well, West Auckland'",,
Out,6.4,04-Dec-18,For disposal (OOD/damaged),,
Out,2.8,04-Dec-18,For disposal (OOD/damaged),,
Out,227.7,04-Dec-18,"Supplied to 'The Well, West Auckland'",,
In,60.7,04-Dec-18,Donation from 'Anonymous',,
In,22.95,04-Dec-18,"Donation from 'St Osmunds RC Church, Gainford'",,
In,36.8,04-Dec-18,Donation from 'Anonymous',,
In,2,04-Dec-18,Donation from 'Anonymous',,
In,1.05,04-Dec-18,Donation from 'Anonymous',,
In,2.25,04-Dec-18,Donation from 'Gainford Village',,
In,4.85,04-Dec-18,Donation from 'Gainford Village',,
In,19.2,04-Dec-18,"Donation from 'St Mary's C of E Church, Gainford'",,
In,1.5,04-Dec-18,"Donation from 'St Mary's C of E Church, Gainford'",,
In,27.9,04-Dec-18,"Donation from 'St Mary's C of E Church, Staindrop'",,
In,17.3,04-Dec-18,Donation from 'Herons',,
In,18.45,04-Dec-18,"Donation from 'St Mary's RC Church, Barnard Castle'",,
In,4.3,04-Dec-18,Donation from 'Co-op Middleton-in-Teesdale',,
In,7.3,04-Dec-18,Donation from 'Anonymous',,
In,3.95,04-Dec-18,Donation from 'Staindrop Methodist Church',,
Out,561.12,04-Dec-18,Supplied to 'Peterlee',,
Out,87.98,04-Dec-18,Supplied to 'Willington',,
Out,84.06,04-Dec-18,Distributed to other organisation (Esh Winning Primary (Parent Support Advisor)),,
Out,103.7,04-Dec-18,Distributed to other organisation (Christian Against Poverty),,
In,27.22,04-Dec-18,Donation from 'Travelling Community',,
In,2.96,04-Dec-18,Donation from 'Sainsbury's Chester le Street',,
In,43.84,04-Dec-18,Donation from 'St Cuthbert's Ropery Lane',,
In,34.54,04-Dec-18,"Donation from 'Christ Church, Lumley'",,
In,21.66,04-Dec-18,Donation from 'Sainsbury's Newcastle Road',,
Out,47.29,04-Dec-18,For disposal (OOD/damaged),,
In,1.6,03-Dec-18,Donation from 'South Moor Methodist NWC Church',,
In,5,03-Dec-18,Donation from 'Anonymous',,
In,22.8,03-Dec-18,Donation from 'Anonymous',,
Out,11,03-Dec-18,Supplied to 'Durham Drop In',,
Out,33.34,03-Dec-18,Distributed to other organisation (Red Cross),,
Out,10,03-Dec-18,For disposal (OOD/damaged),,
Out,236,03-Dec-18,Supplied to 'Stanley',,
In,14.35,03-Dec-18,Donation from 'Anonymous',,
In,7.7,03-Dec-18,"Donation from 'St Giles' C of E Church, Durham'",,
Out,22.05,03-Dec-18,Supplied to 'Brandon',,
In,9.76,03-Dec-18,Donation from 'Co-op Newton Hall',,
In,88.1,03-Dec-18,Donation from 'Tesco - Chester le Street',,
In,41.02,03-Dec-18,Donation from 'Cathedral Collection Point',,
In,10.31,03-Dec-18,Donation from 'Anonymous',,
In,7.14,03-Dec-18,Donation from 'Anonymous',,
In,4.24,03-Dec-18,Donation from 'Anonymous',,
In,168.92,03-Dec-18,Donation from 'Witton Gilbert Primary School',,
In,195.84,03-Dec-18,Donation from 'Sainsbury's - Pity Me (Store 4325)',,
In,63.92,03-Dec-18,Donation from 'Cathedral Collection Point',,
In,132.32,03-Dec-18,Donation from 'Tesco - Chester le Street',,
In,38.84,03-Dec-18,"Donation from 'St John's C of E Church, Neville's Cross'",,
In,493.69,03-Dec-18,Donation from 'Tesco - Consett',,
In,17.38,03-Dec-18,Donation from 'Lumley Methodist Church',,
Out,0.18,03-Dec-18,For disposal (OOD/damaged),,
In,5246.99,01-Dec-18,Donation from 'Tesco - Durham Dragonville',,
In,2181.1,01-Dec-18,Donation from 'Tesco  - Bishop Auckland',,
In,2589.46,01-Dec-18,Donation from 'Tesco - Newton Aycliffe',,
In,2879.35,01-Dec-18,Donation from 'Tesco - Chester le Street',,
Out,66.1,30-Nov-18,Supplied to 'Crook',,
In,173.45,30-Nov-18,Donation from 'Anonymous',,
In,15.1,30-Nov-18,"Donation from 'St Cuthbert's, Peterlee'",,
In,8.5,30-Nov-18,Donation from 'Anonymous',,
In,10.1,30-Nov-18,Donation from 'Anonymous',,
In,8,30-Nov-18,Donation from 'Anonymous',,
Out,20,30-Nov-18,Supplied to 'Durham Drop In',,
In,20,30-Nov-18,Donation from 'Tesco - Durham Dragonville',Supermarket Collection,
Out,44.35,30-Nov-18,Supplied to 'Brandon',,
In,21.7,30-Nov-18,"Donation from 'St Giles' C of E Church, Durham'",,
In,8.6,30-Nov-18,Donation from 'Anonymous',,
In,14.05,30-Nov-18,"Donation from 'St Patricks RC Church, Langley Moor'",,
In,22.84,30-Nov-18,Donation from 'Travelling Community',,
In,184.24,30-Nov-18,Donation from 'Tesco - Consett',,
In,30.78,30-Nov-18,"Donation from 'St Oswald's C of E Church, Durham'",,
In,456.72,30-Nov-18,"Donation from 'Asda, Bishop Auckland'",,
In,23.88,30-Nov-18,Donation from 'the woodcraft folk',,
In,2.16,30-Nov-18,Donation from 'Worldpay',,
Out,45.5,29-Nov-18,Supplied to 'Ferryhill',,
In,45.5,29-Nov-18,Donation from 'Anonymous',,
In,18.15,29-Nov-18,"Donation from 'Rotary Club, Crook'",,
In,3.7,29-Nov-18,Donation from 'St Catherine's RC Church Crook',,
In,6.1,29-Nov-18,Donation from 'Anonymous',,
Out,41.4,29-Nov-18,Supplied to 'Crook',,
Out,76.05,29-Nov-18,Supplied to 'Crook',,
In,24.1,29-Nov-18,Donation from 'Anonymous',,
In,5.4,29-Nov-18,Donation from 'St Catherines CofE Church - Crook',,
In,41.95,29-Nov-18,Donation from 'Hartside Primary School',,
In,4.6,29-Nov-18,Donation from 'Anonymous',,
Out,328.11,29-Nov-18,Supplied to 'Durham Drop In',,
Out,163.2,29-Nov-18,Supplied to 'Ferryhill',,
Out,53.18,29-Nov-18,Supplied to 'Brandon',,
In,53.06,29-Nov-18,Donation from 'Citizens Advice',,
In,34.68,29-Nov-18,Donation from 'Healthwatch County Durham',,
In,81.38,29-Nov-18,Donation from 'Beamish Museum',,
In,51.1,29-Nov-18,Donation from 'BT Open Reach',,
In,25.02,29-Nov-18,Donation from 'CO-OP BANK. CONSETT',,
In,93.74,29-Nov-18,Donation from 'Cornerstones Centre',,
In,122.22,29-Nov-18,Donation from 'Kidzone',,
In,102.34,29-Nov-18,Donation from 'Anonymous',,
In,44.44,29-Nov-18,Donation from 'Anonymous',,
Out,3.04,29-Nov-18,For disposal (OOD/damaged),,
In,8.28,29-Nov-18,"Donation from 'Christ Church, Consett'",,
In,72.4,29-Nov-18,Donation from 'Morrisons - Consett',Supermarket Collection,
Out,640.66,29-Nov-18,Supplied to 'Consett',,
In,23.14,29-Nov-18,"Donation from 'St John the Evangelist C of E Church, Castleside'",,
In,9.28,29-Nov-18,Donation from 'Consett Methodist NWC Church',,
In,26,29-Nov-18,"Donation from 'All Saints C of E Parish Church, Lanchester'",,
In,0.58,29-Nov-18,Donation from 'Salvation Army - Consett',,
In,422.6,29-Nov-18,Donation from 'Anonymous',,
In,73.86,29-Nov-18,Donation from 'food4u-Consett',636.14,
In,15.6,28-Nov-18,"Donation from 'St Andrews C of E Church, Stanley'",,
Out,450.12,28-Nov-18,"Supplied to 'The Well, West Auckland'",,
Out,1.25,28-Nov-18,For disposal (OOD/damaged),,
In,24.75,28-Nov-18,Donation from 'Willington Foodbank',,
In,16.64,28-Nov-18,Donation from 'Durham High School for Girls',,
In,36.2,28-Nov-18,Donation from 'N Power',,
In,68.84,28-Nov-18,Donation from 'Northumbrian Water',,
In,57.88,28-Nov-18,Donation from 'Anonymous',,
In,13.14,28-Nov-18,"Donation from 'St Andrew's Methodist Church, Coxhoe'",,
Out,6.2,28-Nov-18,For disposal (OOD/damaged),,
In,23,27-Nov-18,Donation from 'Anonymous',,
In,10.5,27-Nov-18,"Donation from 'St Cuthbert's, Peterlee'",,
In,66.9,27-Nov-18,Donation from 'Anonymous',,
Out,7.7,27-Nov-18,Supplied to 'Willington',,
In,3.1,27-Nov-18,Donation from 'Anonymous',,
In,5.3,27-Nov-18,Donation from 'Anonymous',,
In,1.85,27-Nov-18,Donation from 'Anonymous',,
In,9,27-Nov-18,Donation from 'Gainford Village',,
In,6.5,27-Nov-18,"Donation from 'Women's Institute, Gainford'",,
In,8.8,27-Nov-18,"Donation from 'St Mary's C of E Church, Gainford'",,
In,19,27-Nov-18,Donation from 'Anonymous',,
In,33.55,27-Nov-18,Donation from 'Anonymous',,
In,9.2,27-Nov-18,Donation from 'Anonymous',,
In,14.4,27-Nov-18,"Donation from 'St Paul's C of E Church, Evenwood'",,
In,70.15,27-Nov-18,"Donation from 'Asda, Bishop Auckland'",,
In,12.55,27-Nov-18,"Donation from 'St Mary's Catholic Church, Barnard Castle'",,
In,13.55,27-Nov-18,Donation from 'Anonymous',,
In,13.2,27-Nov-18,Donation from 'Middleton-in-Teesdale Methodist Church',,
In,33.75,27-Nov-18,Donation from 'Anonymous',,
In,6.1,27-Nov-18,"Donation from 'St Mary's C of E Church, Barnard Castle'",,
In,11.6,27-Nov-18,Donation from 'Anonymous',,
In,28.8,27-Nov-18,Donation from 'Anonymous',,
In,12.1,27-Nov-18,Donation from 'Anonymous',,
In,113.8,27-Nov-18,Donation from 'West Auckland Community Church (The Well)',,
In,6.45,27-Nov-18,Donation from 'West Auckland Vineyard Church',,
Out,424.65,27-Nov-18,"Supplied to 'The Well, West Auckland'",,
Out,8.1,27-Nov-18,For disposal (OOD/damaged),,
Out,214.2,27-Nov-18,"Supplied to 'The Well, West Auckland'",,
In,9.75,27-Nov-18,Donation from 'West Auckland Community Church (The Well)',,
In,2.6,27-Nov-18,Donation from 'West Auckland Vineyard Church',,
In,36,27-Nov-18,Donation from 'Tesco  - Bishop Auckland',,
In,12.75,27-Nov-18,Donation from 'Anonymous',,
In,62.45,27-Nov-18,"Donation from 'St Mary's C of E Church, Barnard Castle'",,
In,88.5,27-Nov-18,Donation from 'St Helen's Beavers Scouts',,
In,561.54,27-Nov-18,"Donation from 'Asda, Stanley'",,
In,56.86,27-Nov-18,Donation from 'Johnson's Fish Shop',,
In,8.3,27-Nov-18,Donation from 'Sainsbury's Newcastle Road',,
In,10.36,27-Nov-18,"Donation from 'St John's C of E Church, Neville's Cross'",,
In,22.96,27-Nov-18,Donation from 'Anonymous',,
In,9.32,27-Nov-18,"Donation from 'St Aidan's C of E Church , Framwellgate Moor'",,
In,28.1,27-Nov-18,"Donation from 'All Saints C of E & Methodist Church, Newton Hall'",,
In,51.7,27-Nov-18,Donation from 'Prince's Trust',,
In,2.24,27-Nov-18,Donation from 'Anonymous',,
In,11.44,27-Nov-18,"Donation from 'Christ Church, Lumley'",,
Out,9.02,27-Nov-18,For disposal (OOD/damaged),,
Out,13.06,27-Nov-18,For disposal (OOD/damaged),,
Out,0.66,27-Nov-18,For disposal (OOD/damaged),,
Out,8.72,27-Nov-18,For disposal (OOD/damaged),,
Out,289.7,27-Nov-18,Supplied to 'Dawdon',,
Out,328.34,27-Nov-18,Supplied to 'Peterlee',,
Out,193.16,27-Nov-18,Supplied to 'Trimdon Village',,
Out,55.22,27-Nov-18,Distributed to other organisation (Red Cross),,
In,66.28,26-Nov-18,Donation from 'Anonymous',,
Out,479.54,26-Nov-18,Supplied to 'Chester le Street',,
Out,196.66,26-Nov-18,Supplied to 'Shildon ',,
In,80.46,26-Nov-18,"Donation from 'Asda, Stanley'",,
In,14.8,26-Nov-18,"Donation from 'St Bede's RC Church, Sacriston '",,
In,319.84,26-Nov-18,Donation from 'Tesco - Newton Aycliffe',,
Out,109.1,26-Nov-18,Supplied to 'Chilton',,
Out,38.84,26-Nov-18,Supplied to 'Chester le Street',,
Out,31.34,26-Nov-18,Supplied to 'Stanley',,
Out,2,26-Nov-18,Distributed to other organisation (School Mentoring Project),,
Out,38.64,26-Nov-18,Supplied to 'Chester le Street',,
Out,89.8,26-Nov-18,Supplied to 'YMCA Fencehouses',,
In,117.78,26-Nov-18,Donation from 'Lanchester Wines',,
In,250.9,26-Nov-18,Donation from 'Lanchester Wines',,
In,9.34,26-Nov-18,"Donation from 'St Barnabas C of E Church, Bournmoor'",,
In,90.05,26-Nov-18,Donation from 'Tesco - Chester le Street',,
In,125,26-Nov-18,Donation from 'Sainsbury's - Pity Me (Store 4325)',,
In,10.1,26-Nov-18,Donation from 'Elvet Methodist Church',,
In,16.2,26-Nov-18,Donation from 'Co-op Newton Hall',,
In,7.3,26-Nov-18,"Donation from 'Emmanuel Church, Durham'",,
In,53.14,26-Nov-18,Donation from 'St Cuthbert's Ropery Lane',,
In,218.82,26-Nov-18,Donation from 'Esh Winning Methodist Church',,
In,112.94,26-Nov-18,Donation from 'Tesco - Durham Dragonville',,
In,6.82,26-Nov-18,Donation from 'Anonymous',,
In,9.1,26-Nov-18,Donation from 'Sainsbury's - Pity Me (Store 4325)',,
In,23.66,26-Nov-18,Donation from 'Cathedral Collection Point',,
Out,71.42,25-Nov-18,Supplied to 'Laurel Avenue',,
In,3.15,23-Nov-18,Donation from 'Anonymous',,
Out,76.62,23-Nov-18,Supplied to 'Brandon',,
Out,131.92,22-Nov-18,Supplied to 'Shildon ',,
Out,230.94,22-Nov-18,Supplied to 'Stanley',,
Out,104.48,22-Nov-18,Supplied to 'Ferryhill',,
Out,114.5,22-Nov-18,Supplied to 'Trimdon Station ',,
In,8.32,22-Nov-18,"Donation from 'St Andrew's Methodist Church, Coxhoe'",,
In,35,22-Nov-18,Donation from 'Tesco - Chester le Street',,
In,72.7,22-Nov-18,Donation from 'Tesco - Durham Dragonville',,
In,78.33,22-Nov-18,Donation from 'Sainsbury's - Pity Me (Store 4325)',,
Out,1,22-Nov-18,For disposal (OOD/damaged),,
Out,427.42,22-Nov-18,Supplied to 'Consett',,
In,17.72,22-Nov-18,"Donation from 'St Pius X RC Church, Consett '",,
In,11.56,22-Nov-18,Donation from 'KAYDAR',,
In,24,22-Nov-18,Donation from 'food4u-Consett',,
In,9.52,22-Nov-18,"Donation from 'St John's C of E Church, Snod's Edge'",,
In,12.2,22-Nov-18,"Donation from 'All Saints C of E Parish Church, Lanchester'",,
In,110.8,22-Nov-18,"Donation from 'The Grove Primary School, Consett'",,
In,63.12,22-Nov-18,Donation from 'Anonymous',,
In,5.94,22-Nov-18,Donation from 'Leadgate Methodist NWC Church',,
In,158.18,22-Nov-18,Donation from 'Tesco - Consett',Supermarket Collection,
In,8.88,22-Nov-18,Donation from 'Newcastle Building Society-Consett',,
In,5.5,22-Nov-18,Donation from 'Consett Library',427.42,
Out,292.88,21-Nov-18,Supplied to 'Newton Aycliffe',,
Out,359.24,21-Nov-18,Supplied to 'Crook',,
Out,142.14,21-Nov-18,Supplied to 'Durham Drop In',,
Out,14.74,21-Nov-18,Supplied to 'Brandon',,
Out,172.32,21-Nov-18,"Distributed to other organisation (Crook, Holiday Hunger)",,
In,114.27,21-Nov-18,Donation from 'Willington Foodbank',,
Out,32.45,21-Nov-18,Supplied to 'Brandon',,
In,8.85,21-Nov-18,Donation from 'St John's Meadowfield',,
In,12.2,21-Nov-18,"Donation from 'St Catherine's C of E Church, New Brancepeth'",,
In,11.4,21-Nov-18,"Donation from 'St Patricks RC Church, Langley Moor'",,
In,38.6,21-Nov-18,"Donation from 'St Charles RC Church, Tudhoe'",,
In,10.68,21-Nov-18,Donation from 'Anonymous',,
In,40.34,21-Nov-18,Donation from 'Tesco - Durham Dragonville',,
In,773.32,21-Nov-18,Return from 'Consett',,
In,99.64,21-Nov-18,Donation from 'Tesco - Chester le Street',,
Out,364.02,20-Nov-18,Supplied to 'Annfield Plain',,
Out,257.86,20-Nov-18,Supplied to 'Newton Aycliffe (EFB Point)',,
In,13.8,20-Nov-18,Donation from 'Burnhope Methodist NWC Church',,
In,8.6,20-Nov-18,Donation from 'Anonymous',,
In,21.5,20-Nov-18,"Donation from 'St James C of E, Burnopfield'",,
In,5.8,20-Nov-18,Donation from 'Anonymous',,
In,29.44,20-Nov-18,Donation from 'Anonymous',,
In,59.04,20-Nov-18,"Donation from 'Our Lady of the Rosary RC Church, Peterlee'",,
Out,53.98,20-Nov-18,Supplied to 'Crook',,
In,100.15,20-Nov-18,Donation from 'Tesco  - Bishop Auckland',,
In,6.9,20-Nov-18,Donation from 'Anonymous',,
In,2.55,20-Nov-18,Donation from 'Anonymous',,
In,1.1,20-Nov-18,Donation from 'Anonymous',,
In,18.7,20-Nov-18,"Donation from 'St Paul's C of E Church, Evenwood'",,
In,3.25,20-Nov-18,Donation from 'Anonymous',,
In,35.95,20-Nov-18,Donation from 'Tesco  - Bishop Auckland',,
In,26.65,20-Nov-18,"Donation from 'St Osmunds RC Church, Gainford'",,
In,30.2,20-Nov-18,"Donation from 'Asda, Bishop Auckland'",,
In,6.2,20-Nov-18,Donation from 'Gainford Village',,
In,10.1,20-Nov-18,"Donation from 'St Mary's C of E Church, Gainford'",,
In,9.7,20-Nov-18,Donation from 'Cotherstone Methodist Chapel',,
In,2.1,20-Nov-18,Donation from 'Anonymous',,
In,27.4,20-Nov-18,Donation from 'Anonymous',,
In,0.85,20-Nov-18,Donation from 'Anonymous',,
In,1.9,20-Nov-18,Donation from 'Anonymous',,
In,22,20-Nov-18,Donation from 'Barnard Castle Methodist Church',,
In,0.55,20-Nov-18,Donation from 'Anonymous',,
In,0.5,20-Nov-18,Donation from 'Anonymous',,
In,96.1,20-Nov-18,Donation from 'West Auckland Community Church (The Well)',,
In,2.35,20-Nov-18,Donation from 'Anonymous',,
In,46.17,20-Nov-18,Donation from 'Anonymous',,
Out,344.34,20-Nov-18,Supplied to 'Peterlee',,
Out,117.46,20-Nov-18,Supplied to 'Durham Elvet ',,
Out,14.72,20-Nov-18,For disposal (OOD/damaged),,
In,108,20-Nov-18,Donation from 'Bowburn Infant School',,
In,76.64,20-Nov-18,Donation from 'St Cuthbert's Ropery Lane',,
In,53.66,20-Nov-18,"Donation from 'Christ Church, Lumley'",,
In,72.4,20-Nov-18,Donation from 'Anonymous',,
In,19,20-Nov-18,"Donation from 'St John's C of E Church, Neville's Cross'",,
In,6.3,20-Nov-18,Donation from 'Sainsbury's Newcastle Road',,
Out,0.44,20-Nov-18,For disposal (OOD/damaged),,
